Rank;Name;Year;Genre;Genre_Enum;Publisher;VG_Global_Sales;IGN_Score;Editors_Choice
1190;Doom 3: Resurrection of Evil;2005;Shooter;7;Activision;0.71;8.4;N
1191;Baldur's Gate: Dark Alliance II;2004;Role-Playing;3;Interplay;0.94;8.4;N
1192;Tourist Trophy: The Real Riding Simulator;2006;Racing;8;Sony Computer Entertainment;0.68;8.4;N
1193;Tak 2: The Staff of Dreams;2004;Platform;1;THQ;1.54;8.4;N
1194;Time Crisis 3;2003;Shooter;7;Namco Bandai Games;0.61;8.4;N
1195;Blood Wake;2001;Shooter;7;Microsoft Game Studios;0.57;8.4;N
1196;All-Star Baseball 2002;2001;Sports;2;Acclaim Entertainment;0.78;8.4;Y
1197;Rune Factory: A Fantasy Harvest Moon;2006;Role-Playing;3;Rising Star Games;0.56;8.4;Y
1198;Rune Factory 2: A Fantasy Harvest Moon;2008;Role-Playing;3;Rising Star Games;0.54;8.4;N
1199;The Incredible Hulk: Ultimate Destruction;2005;Action;5;Vivendi Games;0.92;8.4;N
1200;Freedom Fighters;2003;Shooter;7;Electronic Arts;0.88;8.4;Y
1201;Theme Park Roller Coaster;2000;Strategy;9;Electronic Arts;0.48;8.4;N
1202;Rygar: The Legendary Adventure;2002;Action;5;Wanadoo;0.46;8.4;N
1203;Kessen II;2001;Strategy;9;THQ;0.46;8.4;N
1204;Persona 4: Dancing All Night;2015;Misc;12;Nippon Ichi Software;0.46;8.4;N
1205;SOCOM: U.S. Navy SEALs Fireteam Bravo 3;2010;Shooter;7;Sony Computer Entertainment;0.45;8.4;N
1206;Story of Seasons;2014;Simulation;11;Nintendo;0.4;8.4;N
1207;Top Gear Rally;1997;Racing;8;Kemco;0.49;8.4;N
1208;MediEvil II;1999;Action;5;Sony Computer Entertainment;0.38;8.4;N
1209;Company of Heroes 2;2013;Strategy;9;THQ;0.36;8.4;N
1210;Supreme Commander 2;2010;Strategy;9;Square Enix;0.54;8.4;N
1211;Kameo: Elements of Power;2005;Action;5;Microsoft Game Studios;0.34;8.4;N
1212;Naruto: Rise of a Ninja;2007;Action;5;Ubisoft;0.33;8.4;Y
1213;SSX Blur;2007;Sports;2;Electronic Arts;0.33;8.4;Y
1214;TrackMania Turbo;2016;Action;5;Ubisoft;0.39;8.4;N
1215;Star Wars Racer Revenge;2002;Racing;8;LucasArts;0.31;8.4;N
1216;MLB Power Pros;2007;Sports;2;Konami Digital Entertainment;0.4;8.4;Y
1217;Looney Tunes Racing;2000;Racing;8;Infogrames;0.29;8.4;N
1218;Rayman 3: Hoodlum Havoc;2003;Platform;1;Ubisoft;0.46;8.4;Y
1219;ExciteBots: Trick Racing;2009;Racing;8;Nintendo;0.28;8.4;N
1220;4x4 EVO 2;2001;Racing;8;Gathering of Developers;0.38;8.4;N
1221;Final Fantasy XI: Treasures of Aht Urhgan;2006;Role-Playing;3;Square Enix;0.23;8.4;N
1222;Tropico 3;2009;Strategy;9;Kalypso Media;0.27;8.4;N
1223;Final Fantasy Fables: Chocobo's Dungeon;2007;Role-Playing;3;Square Enix;0.21;8.4;N
1224;Summoner 2;2002;Role-Playing;3;THQ;0.21;8.4;N
1225;NHL 17;2016;Sports;2;Electronic Arts;0.35;8.4;N
1226;Body Harvest;1998;Shooter;7;Gremlin Interactive Ltd;0.2;8.4;N
1227;Ar tonelico 2: Melody of Metafalica;2007;Role-Playing;3;Nippon Ichi Software;0.18;8.4;N
1228;Mega Man X: Command Mission;2004;Role-Playing;3;Capcom;0.3;8.4;N
1229;NBA Inside Drive 2004;2003;Sports;2;Microsoft Game Studios;0.17;8.4;N
1230;Pursuit Force;2005;Racing;8;Sony Computer Entertainment;0.17;8.4;N
1231;Field Commander;2006;Strategy;9;Sony Online Entertainment;0.16;8.4;N
1232;MLB Power Pros 2008;2008;Sports;2;Konami Digital Entertainment;0.34;8.4;N
1233;Indigo Prophecy;2005;Adventure;6;Atari;0.27;8.4;N
1234;MotoGP '06;2006;Racing;8;THQ;0.14;8.4;N
1235;Trauma Center: Under the Knife 2;2008;Simulation;11;Atlus;0.11;8.4;Y
1236;GunGriffon Blaze;2000;Simulation;11;Swing! Entertainment;0.11;8.4;N
1237;The King of Fighters: Dream Match 1999;1999;Fighting;4;SNK;0.1;8.4;N
1238;Blue Stinger;1999;Adventure;6;Activision;0.1;8.4;N
1239;Wasteland 2;2015;Role-Playing;3;Deep Silver;0.25;8.4;N
1240;Burnout Paradise: The Ultimate Box;2009;Racing;8;Electronic Arts;0.23;8.4;N
1241;Ballistic: Ecks vs. Sever;2002;Shooter;7;BAM! Entertainment;0.1;8.4;N
1242;Ghosthunter;2003;Action;5;Sony Computer Entertainment;0.09;8.4;N
1243;Metal Slug Advance;2004;Shooter;7;Ignition Entertainment;0.08;8.4;N
1244;Smuggler's Run: Warzones;2002;Misc;12;Take-Two Interactive;0.08;8.4;N
1245;Wetrix;1998;Puzzle;10;Ocean;0.08;8.4;N
1246;Far Cry Instincts Evolution;2006;Shooter;7;Ubisoft;0.08;8.4;N
1247;Crimson Sea 2;2004;Action;5;Tecmo Koei;0.07;8.4;N
1248;Crimson Gem Saga;2008;Role-Playing;3;Sega;0.06;8.4;N
1249;Interplay Sports Baseball 2000;1999;Sports;2;Interplay;0.06;8.4;N
1250;Tsugunai: Atonement;2001;Role-Playing;3;Sony Computer Entertainment;0.06;8.4;N
1251;Otogi 2: Immortal Warriors;2003;Action;5;Sega;0.05;8.4;N
1252;GrimGrimoire;2007;Strategy;9;Tecmo Koei;0.05;8.4;N
1253;Saiyuki: Journey West;1999;Strategy;9;Tecmo Koei;0.05;8.4;N
1254;Darkstalkers Resurrection;2013;Fighting;4;Capcom;0.03;8.4;N
1255;Guild Wars: Nightfall;2006;Role-Playing;3;NCSoft;0.03;8.4;N
1256;Battlefield 2142;2006;Shooter;7;Electronic Arts;0.03;8.4;N
1257;Broken Sword: The Sleeping Dragon;2003;Adventure;6;THQ;0.02;8.4;N
1258;Peggle Nights;2008;Puzzle;10;PopCap Games;0.02;8.4;Y
1259;This War of Mine;2016;Action;5;Deep Silver;0.02;8.4;N
1260;FIFA 15;2014;Sports;2;Electronic Arts;19.02;8.3;N
1261;The Lord of the Rings: The Two Towers;2002;Action;5;Electronic Arts;6.65;8.3;N
1262;Winning Eleven: Pro Evolution Soccer 2007;2006;Sports;2;Konami Digital Entertainment;5.53;8.3;N
1263;Pro Evolution Soccer 2008;2007;Sports;2;Konami Digital Entertainment;8.47;8.3;N
1264;Mario Strikers Charged;2007;Sports;2;Nintendo;2.62;8.3;Y
1265;Monster Hunter Freedom 2;2007;Role-Playing;3;Capcom;3.08;8.3;N
1266;Paper Mario: Sticker Star;2012;Role-Playing;3;Nintendo;2.27;8.3;N
1267;Dead Rising;2006;Action;5;Capcom;2.11;8.3;N
1268;NFL GameDay 2000;1999;Sports;2;989 Studios;1.8;8.3;N
1269;WWF Attitude;1998;Fighting;4;Acclaim Entertainment;2.47;8.3;N
1270;State of Emergency;2002;Action;5;Take-Two Interactive;1.93;8.3;N
1271;The Sims: Superstar;2003;Simulation;11;Electronic Arts;1.68;8.3;N
1272;F-1 World Grand Prix;1998;Racing;8;Video System;1.6;8.3;N
1273;Dead Rising 3;2013;Action;5;Microsoft Game Studios;1.54;8.3;N
1274;Mario Golf;1999;Action;5;Nintendo;1.78;8.3;N
1275;Super Monkey Ball;2001;Puzzle;10;Atari;1.46;8.3;N
1276;Rayman Raving Rabbids;2006;Misc;12;Ubisoft;1.81;8.3;Y
1277;Tiger Woods PGA Tour 09 All-Play;2008;Sports;2;Electronic Arts;1.43;8.3;Y
1278;Final Fantasy XII: Revenant Wings;2007;Role-Playing;3;Square Enix;1.39;8.3;Y
1279;MotorStorm: Pacific Rift;2008;Racing;8;Sony Computer Entertainment;1.37;8.3;N
1280;Fuzion Frenzy;2001;Misc;12;Microsoft Game Studios;1.21;8.3;N
1281;NASCAR Thunder 2002;2001;Racing;8;Electronic Arts;1.91;8.3;N
1282;SOCOM: U.S. Navy SEALs Fireteam Bravo;2005;Shooter;7;Sony Computer Entertainment;1.12;8.3;N
1283;Legend of Mana;1999;Role-Playing;3;SquareSoft;1.11;8.3;Y
1284;Skate 2;2009;Sports;2;Electronic Arts;1.94;8.3;N
1285;Apollo Justice: Ace Attorney;2007;Adventure;6;Capcom;1.06;8.3;N
1286;NCAA Football 10;2009;Sports;2;Electronic Arts;2.54;8.3;N
1287;Glover;1998;Platform;1;Hasbro Interactive;1.08;8.3;N
1288;The House of the Dead: Overkill;2009;Shooter;7;Sega;0.87;8.3;Y
1289;Star Wars Rogue Squadron III: Rebel Strike;2003;Simulation;11;LucasArts;0.8;8.3;N
1290;Street Fighter EX Plus Alpha;1997;Fighting;4;Virgin Interactive;0.75;8.3;N
1291;X-Men: Mutant Academy 2;2001;Fighting;4;Activision;0.72;8.3;N
1292;NCAA Football 2001;2000;Sports;2;Electronic Arts;0.7;8.3;N
1293;MX vs. ATV Unleashed: On the Edge;2006;Racing;8;THQ;0.69;8.3;N
1294;Naruto: The Broken Bond;2008;Action;5;Ubisoft;0.59;8.3;N
1295;The Sims 3: World Adventures;2009;Simulation;11;Electronic Arts;0.58;8.3;N
1296;Tales of the Abyss;2005;Role-Playing;3;Namco Bandai Games;1.39;8.3;N
1297;NHL 14;2013;Sports;2;Electronic Arts;1.11;8.3;N
1298;Arena Football;2006;Sports;2;Electronic Arts;0.71;8.3;N
1299;MX 2002 Featuring Ricky Carmichael;2001;Racing;8;THQ;0.85;8.3;N
1300;Seaman;1999;Simulation;11;Sega;0.52;8.3;N
1301;Summoner;2000;Role-Playing;3;THQ;0.51;8.3;N
1302;Brain Challenge;2008;Misc;12;Ubisoft;0.45;8.3;Y
1303;NHL 2005;2004;Sports;2;Electronic Arts;0.68;8.3;N
1304;Shin Megami Tensei: Persona 3;2006;Role-Playing;3;Tecmo Koei;0.45;8.3;N
1305;WWE Day of Reckoning;2004;Fighting;4;THQ;0.45;8.3;N
1306;The Thing;2002;Adventure;6;Vivendi Games;0.64;8.3;N
1307;Ms. Pac-Man Maze Madness;2000;Puzzle;10;Namco Bandai Games;1;8.3;N
1308;NBA ShootOut 2000;1999;Sports;2;989 Studios;0.4;8.3;N
1309;Rune Factory: Frontier;2008;Role-Playing;3;Rising Star Games;0.39;8.3;N
1310;Metal Arms: Glitch in the System;2003;Shooter;7;Vivendi Games;0.62;8.3;N
1311;Street Fighter Alpha 3 MAX;2006;Fighting;4;Capcom;0.33;8.3;N
1312;Elebits;2006;Action;5;Konami Digital Entertainment;0.33;8.3;Y
1313;Eternal Sonata;2007;Role-Playing;3;Atari;0.78;8.3;N
1314;Far Cry Instincts Predator;2006;Shooter;7;Ubisoft;0.25;8.3;N
1315;Avalon Code;2008;Role-Playing;3;Rising Star Games;0.24;8.3;N
1316;Final Fantasy Fables: Chocobo Tales;2006;Adventure;6;Ubisoft;0.24;8.3;N
1317;Genma Onimusha;2002;Action;5;Capcom;0.24;8.3;N
1318;MLB SlugFest 20-03;2002;Sports;2;Midway Games;1.18;8.3;N
1319;Gladius;2003;Strategy;9;Activision;0.41;8.3;N
1320;UFC: Tapout;2002;Fighting;4;Crave Entertainment;0.2;8.3;N
1321;Breath of Fire II;2001;Role-Playing;3;Ubisoft;0.19;8.3;N
1322;K-1 World Grand Prix;2002;Sports;2;Konami Digital Entertainment;0.18;8.3;N
1323;Gretzky NHL 2005;2004;Sports;2;Sony Computer Entertainment;0.17;8.3;N
1324;Dungeon Siege: Throne of Agony;2006;Role-Playing;3;Take-Two Interactive;0.16;8.3;N
1325;FlatOut 2;2006;Racing;8;Empire Interactive;0.2;8.3;Y
1326;Arcana Heart;2007;Fighting;4;AQ Interactive;0.16;8.3;N
1327;Knockout Kings 2003;2002;Sports;2;Electronic Arts;0.15;8.3;N
1328;Shenmue II;2001;Adventure;6;Sega;0.47;8.3;Y
1329;Diablo II;2000;Role-Playing;3;Havas Interactive;0.13;8.3;Y
1330;Ape Escape 3;2005;Platform;1;Sony Computer Entertainment;0.13;8.3;N
1331;Otogi: Myth of Demons;2002;Action;5;Sega;0.13;8.3;Y
1332;Dynasty Tactics 2;2003;Strategy;9;Tecmo Koei;0.11;8.3;N
1333;Baten Kaitos Origins;2006;Role-Playing;3;Unknown;0.1;8.3;N
1334;NASCAR: Dirt to Daytona;2002;Racing;8;Infogrames;0.67;8.3;N
1335;Prinny: Can I Really Be the Hero?;2008;Platform;1;Tecmo Koei;0.09;8.3;N
1336;Ikaruga;2003;Shooter;7;Atari;0.09;8.3;Y
1337;Guilty Gear XX Accent Core Plus;2008;Fighting;4;PQube;0.17;8.3;N
1338;The Lord of the Rings: The Battle for Middle-Earth;2004;Strategy;9;Electronic Arts;0.08;8.3;N
1339;Silpheed: The Lost Planet;2000;Shooter;7;Swing! Entertainment;0.07;8.3;N
1340;Elemental Gearbolt;1997;Shooter;7;Sony Computer Entertainment;0.06;8.3;Y
1341;Rugby 06;2006;Sports;2;Electronic Arts;0.07;8.3;N
1342;Dead Head Fred;2007;Action;5;D3Publisher;0.04;8.3;N
1343;R-Type Delta;1998;Shooter;7;Irem Software Engineering;0.03;8.3;N
1344;Prison Architect;2016;Action;5;Introversion Software;0.02;8.3;N
1345;The Talos Principle;2015;Puzzle;10;Devolver Digital;0.02;8.3;N
1346;IL-2 Sturmovik;2001;Simulation;11;Blue Byte;0.01;8.3;N
1347;Wii Fit Plus;2009;Sports;2;Nintendo;22;8.2;N
1348;Pokemon Stadium;1999;Strategy;9;Nintendo;5.45;8.2;N
1349;Madden NFL 2003;2002;Sports;2;Electronic Arts;5.89;8.2;N
1350;Assassin's Creed Syndicate;2015;Action;5;Ubisoft;4.76;8.2;N
1351;Saints Row 2;2008;Action;5;THQ;4.76;8.2;N
1352;Skylanders SWAP Force;2013;Platform;1;Activision;6.26;8.2;N
1353;The Sims: Makin' Magic;2003;Simulation;11;Electronic Arts;1.92;8.2;N
1354;Injustice: Gods Among Us;2013;Fighting;4;Warner Bros. Interactive Entertainment;3.87;8.2;N
1355;Ridge Racer 7;2006;Racing;8;Namco Bandai Games;1.37;8.2;N
1356;The Sims 2: Nightlife;2005;Simulation;11;Electronic Arts;1.27;8.2;N
1357;Bayonetta;2009;Action;5;Sega;2.17;8.2;N
1358;Captain Toad: Treasure Tracker;2014;Puzzle;10;Nintendo;1.19;8.2;N
1359;Tak and the Power of Juju;2003;Platform;1;THQ;2.1;8.2;N
1360;Pilotwings 64;1996;Simulation;11;Nintendo;1.12;8.2;N
1361;Freekstyle;2002;Racing;8;Electronic Arts;1.16;8.2;N
1362;Naruto: Clash of Ninja 2;2003;Fighting;4;Nintendo;1.04;8.2;N
1363;NCAA Football 2000;1999;Sports;2;Electronic Arts;0.95;8.2;N
1364;Lost Odyssey;2007;Role-Playing;3;Microsoft Game Studios;0.92;8.2;N
1365;Tiger Woods PGA Tour 2002;2002;Sports;2;Electronic Arts;0.9;8.2;N
1366;NHL 2000;1998;Sports;2;Electronic Arts;0.87;8.2;N
1367;Xenoblade Chronicles X;2015;Role-Playing;3;Nintendo;0.84;8.2;N
1368;Yakuza;2005;Action;5;Sega;0.91;8.2;N
1369;Tales of Vesperia;2008;Role-Playing;3;Atari;1.2;8.2;N
1370;XCOM: Enemy Unknown;2012;Strategy;9;Take-Two Interactive;1.96;8.2;N
1371;Final Fantasy Crystal Chronicles: Ring of Fates;2007;Role-Playing;3;Square Enix;0.67;8.2;N
1372;Breath of Fire IV;2000;Role-Playing;3;Capcom;0.56;8.2;N
1373;NBA Live 10;2009;Sports;2;Electronic Arts;1.23;8.2;N
1374;Over the Hedge;2006;Platform;1;Activision;1.54;8.2;N
1375;Tomb Raider: Legend;2006;Action;5;Eidos Interactive;1.67;8.2;N
1376;RPG Maker;1997;Role-Playing;3;ASCII Entertainment;0.5;8.2;N
1377;Rock Band Unplugged;2009;Misc;12;MTV Games;0.48;8.2;N
1378;Harvest Moon 64;1999;Simulation;11;Pack In Soft;0.48;8.2;Y
1379;Plants vs. Zombies: Garden Warfare 2;2016;Shooter;7;Electronic Arts;0.94;8.2;N
1380;Trials Fusion;2014;Racing;8;Ubisoft;0.7;8.2;N
1381;Quake II;1998;Shooter;7;Activision;0.71;8.2;N
1382;Knockout Kings 2001;2000;Fighting;4;Electronic Arts;0.97;8.2;N
1383;Naruto: Clash of Ninja Revolution 2;2008;Fighting;4;Tomy Corporation;0.39;8.2;N
1384;BattleTanx: Global Assault;1999;Action;5;3DO;0.39;8.2;N
1385;High Heat Major League Baseball 2004;2003;Sports;2;3DO;0.44;8.2;N
1386;Arc the Lad: Twilight of the Spirits;2003;Role-Playing;3;Sony Computer Entertainment;0.36;8.2;N
1387;Suikoden V;2006;Role-Playing;3;Konami Digital Entertainment;0.35;8.2;N
1388;Persona 2: Eternal Punishment;2000;Role-Playing;3;Atlus;0.4;8.2;Y
1389;Bust-A-Move '99;1997;Puzzle;10;Acclaim Entertainment;0.38;8.2;N
1390;Kingdom Under Fire: The Crusaders;2004;Strategy;9;Deep Silver;0.32;8.2;N
1391;NBA Inside Drive 2003;2002;Sports;2;Microsoft Game Studios;0.31;8.2;N
1392;1701 A.D.;2006;Simulation;11;Deep Silver;0.3;8.2;N
1393;Army Men: Air Attack 2;2000;Action;5;3DO;0.3;8.2;N
1394;Mega Man ZX;2006;Platform;1;Capcom;0.3;8.2;N
1395;Silent Hill 2: Restless Dreams;2001;Action;5;Konami Digital Entertainment;0.28;8.2;Y
1396;Marvel vs. Capcom Origins;2006;Fighting;4;Capcom;0.24;8.2;N
1397;Harvest Moon: Magical Melody;2005;Simulation;11;Ubisoft;0.55;8.2;N
1398;Lunar: Silver Star Harmony;2009;Role-Playing;3;GungHo;0.24;8.2;Y
1399;Lunar Knights;2006;Role-Playing;3;Konami Digital Entertainment;0.24;8.2;N
1400;Age of Empires: The Age of Kings;2006;Strategy;9;THQ;0.23;8.2;N
1401;The Bard's Tale;2004;Role-Playing;3;Ubisoft;0.31;8.2;N
1402;Unreal II: The Awakening;2004;Shooter;7;Atari;0.21;8.2;N
1403;Breath of Fire: Dragon Quarter;2002;Role-Playing;3;Capcom;0.19;8.2;N
1404;Hunter: The Reckoning Redeemer;2003;Action;5;Interplay;0.17;8.2;N
1405;Midway Arcade Treasures 3;2005;Misc;12;Midway Games;0.31;8.2;N
1406;Toy Story Racer;2001;Racing;8;Activision;0.15;8.2;N
1407;Mega Man Powered Up;2006;Platform;1;Capcom;0.14;8.2;N
1408;World Tour Soccer 2003;2002;Sports;2;Sony Computer Entertainment;0.14;8.2;N
1409;Fate/Unlimited Codes;2008;Fighting;4;Capcom;0.14;8.2;N
1410;Summon Night: Twin Age;2007;Role-Playing;3;Banpresto;0.13;8.2;N
1411;Brothers: A Tale of Two Sons;2015;Adventure;6;505 Games;0.17;8.2;N
1412;Dragon Ball: Origins;2008;Action;5;Atari;0.13;8.2;N
1413;Sega Soccer Slam;2002;Sports;2;Sega;0.24;8.2;N
1414;CSI: Crime Scene Investigation;2004;Adventure;6;Ubisoft;0.12;8.2;N
1415;Top Gear Rally 2;1999;Racing;8;Kemco;0.11;8.2;N
1416;Call of Cthulhu: Dark Corners of the Earth;2005;Adventure;6;Take-Two Interactive;0.06;8.2;N
1417;S.T.A.L.K.E.R.: Shadow of Chernobyl;2007;Shooter;7;THQ;0.06;8.2;N
1418;Capcom vs. SNK: Millennium Fight 2000 Pro;2001;Fighting;4;Capcom;0.05;8.2;N
1419;TOCA Race Driver 2;2004;Racing;8;Codemasters;0.04;8.2;N
1420;Top Gun;2006;Simulation;11;505 Games;0.11;8.2;N
1421;Rise of Nations;2003;Strategy;9;Microsoft Game Studios;0.04;8.2;N
1422;Monaco Grand Prix;1999;Racing;8;Ubisoft;0.04;8.2;N
1423;Rugby 08;2007;Sports;2;Electronic Arts;0.04;8.2;N
1424;Rise of Nations: Rise of Legends;2006;Strategy;9;Microsoft Game Studios;0.03;8.2;N
1425;Battlefield Vietnam;2004;Shooter;7;Electronic Arts;0.03;8.2;N
1426;Pirates of the Burning Sea;2008;Role-Playing;3;Koch Media;0.02;8.2;N
1427;Worms World Party;2001;Strategy;9;Virgin Interactive;0.07;8.2;N
1428;Mario Kart 64;1996;Racing;8;Nintendo;9.87;8.1;Y
1429;Big Brain Academy;2005;Misc;12;Nintendo;6.67;8.1;N
1430;Marvel: Ultimate Alliance;2006;Role-Playing;3;Activision;4.5;8.1;N
1431;ESPN NBA 2K5;2004;Sports;2;Global Star;2.54;8.1;N
1432;Boom Blox;2008;Puzzle;10;Electronic Arts;1.23;8.1;N
1433;Jet Force Gemini;1999;Shooter;7;Nintendo;1.16;8.1;Y
1434;Resident Evil: The Darkside Chronicles;2009;Action;5;Capcom;1.08;8.1;N
1435;Kessen;2000;Strategy;9;Electronic Arts;0.95;8.1;N
1436;Brute Force;2003;Shooter;7;Microsoft Game Studios;0.83;8.1;N
1437;Sly 3: Honor Among Thieves;2005;Platform;1;Sony Computer Entertainment;0.83;8.1;N
1438;NASCAR 2001;2000;Racing;8;Electronic Arts;1.51;8.1;N
1439;NCAA Football 08;2007;Sports;2;Electronic Arts;1.95;8.1;N
1440;MLB 14: The Show;2014;Sports;2;Sony Computer Entertainment America;1.18;8.1;N
1441;NASCAR Heat 2002;2001;Racing;8;Infogrames;0.96;8.1;N
1442;Gex 3: Deep Cover Gecko;1999;Platform;1;Eidos Interactive;0.74;8.1;N
1443;Medal of Honor: European Assault;2005;Shooter;7;Electronic Arts;0.53;8.1;N
1444;F.E.A.R. 2: Project Origin;2009;Shooter;7;Warner Bros. Interactive Entertainment;1.09;8.1;N
1445;Mega Man Legends 2;2000;Adventure;6;Capcom;0.42;8.1;N
1446;The House of The Dead III;2002;Shooter;7;Sega;0.39;8.1;N
1447;Quake 4;2005;Shooter;7;Activision;0.4;8.1;N
1448;Karaoke Revolution Party;2005;Misc;12;Konami Digital Entertainment;0.44;8.1;N
1449;Heroes of the Pacific;2005;Simulation;11;Codemasters;0.44;8.1;N
1450;Jade Cocoon: Story of the Tamamayu;1998;Role-Playing;3;Crave Entertainment;0.27;8.1;N
1451;Drakan: The Ancients' Gates;2002;Adventure;6;Sony Computer Entertainment;0.26;8.1;N
1452;Bomberman Generation;2002;Adventure;6;Vivendi Games;0.25;8.1;N
1453;Total War: Attila;2015;Strategy;9;Sega;0.23;8.1;N
1454;R-Type Final;2003;Shooter;7;Metro 3D;0.19;8.1;N
1455;The Suffering: Ties That Bind;2005;Action;5;Midway Games;0.26;8.1;N
1456;The Quest Trio;2008;Puzzle;10;Avanquest;0.15;8.1;N
1457;World Tour Soccer 2002;2001;Sports;2;Sony Computer Entertainment;0.14;8.1;N
1458;Makai Kingdom: Chronicles of the Sacred Tome;2005;Role-Playing;3;Tecmo Koei;0.12;8.1;N
1459;Every Extend Extra;2006;Shooter;7;Disney Interactive Studios;0.11;8.1;N
1460;Tornado Outbreak;2009;Action;5;Konami Digital Entertainment;0.28;8.1;N
1461;Alien Hominid;2004;Shooter;7;Zoo Digital Publishing;0.19;8.1;N
1462;Def Jam Fight For NY: The Takeover;2006;Action;5;Electronic Arts;0.09;8.1;N
1463;Crimson Sea;2002;Action;5;Tecmo Koei;0.09;8.1;Y
1464;Lara Croft and the Temple of Osiris;2014;Action;5;Square Enix;0.1;8.1;N
1465;Bangai-O Spirits;2008;Shooter;7;D3Publisher;0.08;8.1;N
1466;Gradius Collection;2006;Shooter;7;Konami Digital Entertainment;0.06;8.1;N
1467;Titan Quest;2006;Role-Playing;3;THQ;0.06;8.1;N
1468;Nanostray 2;2008;Shooter;7;Codemasters;0.05;8.1;N
1469;IL-2 Sturmovik: 1946;2006;Simulation;11;Ubisoft;0.04;8.1;N
1470;Disney Sports Soccer;2002;Sports;2;Konami Digital Entertainment;0.06;8.1;N
1471;Wii Fit;2007;Sports;2;Nintendo;22.72;8;N
1472;Brain Age: Train Your Brain in Minutes a Day;2005;Misc;12;Nintendo;20.22;8;N
1473;Brain Age 2: More Training in Minutes a Day;2005;Puzzle;10;Nintendo;15.3;8;N
1474;Just Dance 3;2011;Misc;12;Ubisoft;12.92;8;N
1475;Just Dance 2;2010;Misc;12;Ubisoft;9.52;8;N
1476;Medal of Honor: Frontline;2002;Shooter;7;Electronic Arts;8.91;8;N
1477;Kinect Sports;2010;Sports;2;Microsoft Game Studios;6.24;8;N
1478;Dragon Quest IX: Sentinels of the Starry Skies;2009;Role-Playing;3;Nintendo;5.84;8;N
1479;LEGO Star Wars: The Complete Saga;2007;Action;5;LucasArts;15.75;8;N
1480;Assassin's Creed;2007;Adventure;6;Ubisoft;11.3;8;Y
1481;Monster Hunter Freedom Unite;2008;Role-Playing;3;Capcom;5.5;8;N
1482;Super Mario Advance;2001;Platform;1;Nintendo;5.49;8;N
1483;Pokemon Pinball;1999;Misc;12;Nintendo;5.31;8;N
1484;Professor Layton and the Curious Village;2007;Puzzle;10;Nintendo;5.26;8;N
1485;Resident Evil;1996;Action;5;Virgin Interactive;5.34;8;N
1486;Warzone 2100;1999;Strategy;9;Eidos Interactive;5.01;8;N
1487;Madden NFL 2005;2004;Sports;2;Electronic Arts;7.6;8;N
1488;Spider-Man: The Movie;2002;Action;5;Activision;8.4;8;N
1489;LEGO Indiana Jones: The Original Adventures;2008;Action;5;Activision;12.05;8;N
1490;Harry Potter and the Sorcerer's Stone;2001;Action;5;Electronic Arts;7.64;8;N
1491;Gran Turismo 6;2013;Racing;8;Sony Computer Entertainment;3.64;8;N
1492;Croc: Legend of the Gobbos;1997;Platform;1;Fox Interactive;3.56;8;N
1493;Assassin's Creed: Brotherhood;2010;Action;5;Ubisoft;6.93;8;N
1494;Dance Central;2010;Misc;12;MTV Games;3.19;8;N
1495;The Sims: Vacation;2002;Simulation;11;Electronic Arts;3.07;8;N
1496;Dragon Ball Z: Budokai Tenkaichi 3;2007;Fighting;4;Atari;4.04;8;N
1497;Animal Crossing: Happy Home Designer;2015;Simulation;11;Nintendo;2.98;8;N
1498;Hot Shots Golf 3;2001;Sports;2;Sony Computer Entertainment;2.89;8;N
1499;Mortal Kombat;2011;Fighting;4;Warner Bros. Interactive Entertainment;5.72;8;N
1500;Yoshi's Island DS;2006;Platform;1;Nintendo;2.8;8;N
1501;Hot Shots Golf;1997;Sports;2;Sony Computer Entertainment;2.79;8;Y
1502;LEGO Star Wars II: The Original Trilogy;2006;Action;5;LucasArts;7.35;8;N
1503;Madden NFL 11;2010;Sports;2;Electronic Arts;6.68;8;Y
1504;Skate 3;2010;Sports;2;Electronic Arts;4.76;8;N
1505;Final Fantasy XIII-2;2011;Role-Playing;3;Square Enix;3.42;8;N
1506;Skylanders Giants;2012;Action;5;Activision;5.59;8;N
1507;Killzone: Shadow Fall;2013;Shooter;7;Sony Computer Entertainment;2.58;8;N
1508;WWE SmackDown vs. RAW 2007;2006;Fighting;4;THQ;3.76;8;N
1509;Halo: Combat Evolved Anniversary;2011;Shooter;7;Microsoft Game Studios;2.44;8;N
1510;The Sims: Bustin' Out;2003;Simulation;11;Electronic Arts;4.98;8;N
1511;Dead Island;2011;Action;5;Deep Silver;4.9;8;Y
1512;WCW/nWo Revenge;1998;Fighting;4;THQ;2.38;8;N
1513;The Incredibles;2004;Action;5;THQ;5.27;8;Y
1514;Just Dance 2015;2014;Misc;12;Ubisoft;4.85;8;N
1515;Pro Evolution Soccer 2012;2011;Action;5;Konami Digital Entertainment;3.65;8;N
1516;Dance Dance Revolution Extreme;2004;Simulation;11;Konami Digital Entertainment;2.13;8;N
1517;NBA 2K11;2010;Action;5;Take-Two Interactive;5.42;8;N
1518;Kingdom Hearts 358/2 Days;2009;Role-Playing;3;Square Enix;2.04;8;N
1519;Need for Speed Rivals;2013;Racing;8;Electronic Arts;5.11;8;N
